icao_code,airline_name,origin_destination,arrival_departure,scheduled_charter,average_delay_mins,station,retrieved_at,visibility,wind_speed,temperature,dewpoint,flight_rules,low_visibility_flag,strong_wind_flag,ifr_flag,temp_dewpoint_delta,fog_risk_flag
EGKK,Virgin Atlantic,Departure,Arrival,Scheduled,10.453048729370526,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Virgin Atlantic,Departure,Departure,Scheduled,2.7582981744710233,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Virgin Atlantic,Arrival,Departure,Scheduled,7.241451925970681,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Virgin Atlantic,Departure,Departure,Scheduled,3.3241884849840124,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,EasyJet,Departure,Arrival,Scheduled,10.583769336735148,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,EasyJet,Departure,Arrival,Scheduled,12.263894410372352,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,EasyJet,Arrival,Departure,Scheduled,3.878075575719632,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,EasyJet,Departure,Departure,Scheduled,15.545699969106973,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,EasyJet,Departure,Arrival,Scheduled,12.845647601042788,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Ryanair,Arrival,Departure,Scheduled,5.732074455802638,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Ryanair,Departure,Departure,Scheduled,10.286857557757365,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Ryanair,Departure,Arrival,Charter,12.695749968809292,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Ryanair,Arrival,Arrival,Scheduled,12.339050384966617,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Ryanair,Arrival,Arrival,Scheduled,3.3795694253471,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Jet2,Departure,Departure,Scheduled,9.975520202661688,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Jet2,Departure,Departure,Scheduled,6.331243921758817,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Jet2,Arrival,Departure,Scheduled,6.095577173868007,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Jet2,Departure,Departure,Scheduled,13.832307899373228,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,Jet2,Arrival,Departure,Scheduled,9.908839709001771,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,TUI Airways,Arrival,Departure,Scheduled,4.022676597047294,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,TUI Airways,Arrival,Arrival,Scheduled,7.443445051955569,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,TUI Airways,Departure,Departure,Scheduled,3.7208309381924725,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,TUI Airways,Departure,Arrival,Scheduled,3.48318141636641,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGKK,TUI Airways,Arrival,Arrival,Scheduled,5.069842535185854,EGKK,2025-06-21T11:30:25.254786,9999.0,10.0,29.0,14.0,VFR,False,False,False,15.0,False
EGCC,British Airways,Departure,Departure,Scheduled,8.65947793190362,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,British Airways,Departure,Departure,Scheduled,7.19384525434193,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,British Airways,Arrival,Arrival,Scheduled,8.48580256280655,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,British Airways,Departure,Arrival,Charter,0.0,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,British Airways,Departure,Departure,Scheduled,2.9164325779261064,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Virgin Atlantic,Arrival,Departure,Scheduled,9.825863212726611,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Virgin Atlantic,Arrival,Arrival,Scheduled,6.649666291774848,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Virgin Atlantic,Arrival,Departure,Scheduled,7.114691671093082,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Virgin Atlantic,Departure,Arrival,Scheduled,15.30360428132985,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Virgin Atlantic,Departure,Departure,Scheduled,5.235871973399359,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,EasyJet,Arrival,Departure,Scheduled,10.610652169577541,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,EasyJet,Departure,Departure,Scheduled,6.7275249812841,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,EasyJet,Arrival,Departure,Scheduled,11.592052284403064,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,EasyJet,Departure,Departure,Charter,0.8270520799584524,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,EasyJet,Departure,Arrival,Scheduled,3.7820095953267305,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Ryanair,Departure,Arrival,Scheduled,6.95516257120349,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Ryanair,Departure,Departure,Scheduled,4.704189382758645,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Ryanair,Departure,Departure,Scheduled,9.286099519531502,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Ryanair,Arrival,Arrival,Scheduled,8.417554689158342,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Ryanair,Arrival,Departure,Scheduled,13.60029256118115,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Jet2,Departure,Departure,Scheduled,6.869436997426812,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Jet2,Departure,Arrival,Scheduled,21.426668194004876,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Jet2,Departure,Departure,Scheduled,11.071207409658165,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Jet2,Departure,Departure,Scheduled,8.991529918283733,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,Jet2,Departure,Departure,Scheduled,11.321765139666319,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,TUI Airways,Departure,Departure,Charter,1.5797986967378694,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,TUI Airways,Arrival,Arrival,Scheduled,7.9225180597601765,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,TUI Airways,Arrival,Departure,Charter,14.051665796905123,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,TUI Airways,Arrival,Departure,Scheduled,10.952953034228573,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGCC,TUI Airways,Arrival,Arrival,Scheduled,0.0,EGCC,2025-06-21T11:30:25.871931,9999.0,5.0,25.0,16.0,VFR,False,False,False,9.0,False
EGGD,British Airways,Departure,Departure,Scheduled,1.9996872559315406,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,British Airways,Departure,Arrival,Scheduled,8.17251223446124,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,British Airways,Departure,Departure,Scheduled,16.341624672911394,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,British Airways,Departure,Departure,Scheduled,19.218932873516305,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,British Airways,Departure,Departure,Scheduled,10.130961493612254,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Virgin Atlantic,Departure,Departure,Scheduled,4.610891516956709,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Virgin Atlantic,Departure,Arrival,Scheduled,7.722718404013774,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Virgin Atlantic,Departure,Arrival,Scheduled,7.22486148448093,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Virgin Atlantic,Arrival,Arrival,Scheduled,5.224535122312342,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Virgin Atlantic,Arrival,Arrival,Scheduled,11.002218219700747,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,EasyJet,Departure,Arrival,Scheduled,15.311494499081425,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,EasyJet,Departure,Departure,Scheduled,9.738736921968973,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,EasyJet,Departure,Arrival,Scheduled,5.060311402671662,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,EasyJet,Arrival,Departure,Scheduled,4.227177329396619,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,EasyJet,Departure,Arrival,Scheduled,14.260054250507224,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Ryanair,Departure,Arrival,Scheduled,7.51412798782567,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Ryanair,Departure,Arrival,Scheduled,12.654980236160098,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Ryanair,Departure,Departure,Scheduled,6.643631160148051,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Ryanair,Departure,Arrival,Scheduled,2.480923282221622,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Ryanair,Arrival,Arrival,Scheduled,3.318620224700922,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Jet2,Arrival,Arrival,Scheduled,11.981926636151726,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Jet2,Arrival,Departure,Scheduled,9.936170017489626,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Jet2,Arrival,Departure,Scheduled,12.493321378784197,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Jet2,Arrival,Arrival,Charter,4.75266646401026,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,Jet2,Arrival,Arrival,Scheduled,11.87937328534134,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,TUI Airways,Departure,Arrival,Scheduled,13.390650506463741,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,TUI Airways,Departure,Arrival,Scheduled,15.559161966197424,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,TUI Airways,Departure,Arrival,Scheduled,13.370646618863457,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,TUI Airways,Departure,Arrival,Scheduled,13.662067856814133,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGGD,TUI Airways,Arrival,Departure,Scheduled,4.718439026582741,EGGD,2025-06-21T11:30:26.471254,9999.0,7.0,24.0,16.0,VFR,False,False,False,8.0,False
EGPH,British Airways,Arrival,Arrival,Scheduled,9.215850793312747,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,British Airways,Arrival,Departure,Scheduled,18.140847579616995,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,British Airways,Arrival,Arrival,Scheduled,15.682726091672828,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,British Airways,Departure,Arrival,Scheduled,13.241008177758959,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,British Airways,Arrival,Arrival,Scheduled,22.289282150639963,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Virgin Atlantic,Arrival,Arrival,Scheduled,7.357870464211146,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Virgin Atlantic,Arrival,Departure,Charter,26.89080533386252,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Virgin Atlantic,Departure,Arrival,Scheduled,18.38652501366127,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Virgin Atlantic,Arrival,Departure,Scheduled,16.16748978980443,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Virgin Atlantic,Arrival,Arrival,Scheduled,20.161473299224422,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,EasyJet,Arrival,Departure,Scheduled,16.751564309433377,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,EasyJet,Arrival,Departure,Scheduled,13.089896458565436,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,EasyJet,Departure,Departure,Scheduled,17.585535138461434,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,EasyJet,Arrival,Departure,Scheduled,18.3557626000728,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,EasyJet,Arrival,Departure,Scheduled,14.020436345967727,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Ryanair,Departure,Departure,Scheduled,15.666552714851314,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Ryanair,Departure,Arrival,Scheduled,12.023956217401832,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Ryanair,Departure,Departure,Scheduled,11.776919470472095,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Ryanair,Arrival,Departure,Scheduled,16.34615162615136,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Ryanair,Departure,Arrival,Scheduled,11.405086681223905,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Jet2,Arrival,Departure,Charter,12.014299498430683,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Jet2,Arrival,Arrival,Scheduled,18.76545071359083,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Jet2,Arrival,Arrival,Scheduled,6.317505629983746,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Jet2,Arrival,Arrival,Scheduled,25.874397403990237,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,Jet2,Departure,Departure,Charter,15.667319446184074,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,TUI Airways,Arrival,Arrival,Scheduled,21.59920009553039,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,TUI Airways,Departure,Departure,Scheduled,16.82874033052202,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,TUI Airways,Arrival,Arrival,Scheduled,18.266264916547883,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,TUI Airways,Arrival,Departure,Scheduled,24.83988496676373,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGPH,TUI Airways,Departure,Departure,Scheduled,20.912710730628437,EGPH,2025-06-21T11:30:27.133564,7000.0,9.0,15.0,15.0,LIFR,False,False,True,0.0,False
EGTE,British Airways,Arrival,Arrival,Scheduled,6.036015451923668,EGTE,2025-06-21T11:30:27.735665,9999.0,8.0,22.0,17.0,VFR,False,False,False,5.0,False
EGTE,British Airways,Arrival,Departure,Scheduled,10.706534742340743,EGTE,2025-06-21T11:30:27.735665,9999.0,8.0,22.0,17.0,VFR,False,False,False,5.0,False
EGTE,British Airways,Arrival,Arrival,Scheduled,9.66008121568655,EGTE,2025-06-21T11:30:27.735665,9999.0,8.0,22.0,17.0,VFR,False,False,False,5.0,False
EGTE,British Airways,Departure,Arrival,Scheduled,8.204053970998181,EGTE,2025-06-21T11:30:27.735665,9999.0,8.0,22.0,17.0,VFR,False,False,False,5.0,False
EGTE,British Airways,Departure,Departure,Scheduled,9.01383595713777,EGTE,2025-06-21T11:30:27.735665,9999.0,8.0,22.0,17.0,VFR,False,False,False,5.0,False
